ID;System;Conc (mol/L);T (K);PCO2 (kPa);aCO2 (mol CO2/mol amine);Reference;DOI
1535;DMAP;2.5;353.15;137.548;0.687;Nouacer et al (2014);https://doi.org/10.1016/j.molliq.2013.10.026
1536;DMAP;2.5;353.15;188.636;0.739;Nouacer et al (2014);https://doi.org/10.1016/j.molliq.2013.10.026
1537;DMAP;2.5;353.15;246.025;0.773;Nouacer et al (2014);https://doi.org/10.1016/j.molliq.2013.10.026
1538;HEMAB;2;298.15;2.953;0.433;Singto et al (2016);https://doi.org/10.1016/j.seppur.2016.05.002
1539;HEMAB;2;298.15;7.647;0.62;Singto et al (2016);https://doi.org/10.1016/j.seppur.2016.05.002
1540;HEMAB;2;298.15;14.179;0.699;Singto et al (2016);https://doi.org/10.1016/j.seppur.2016.05.002
1541;HEMAB;2;298.15;27.654;0.762;Singto et al (2016);https://doi.org/10.1016/j.seppur.2016.05.002
1542;HEMAB;2;298.15;90.374;0.913;Singto et al (2016);https://doi.org/10.1016/j.seppur.2016.05.002
1543;HEMAB;2;313.15;2.918;0.288;Singto et al (2016);https://doi.org/10.1016/j.seppur.2016.05.002
1544;HEMAB;2;313.15;7.718;0.4;Singto et al (2016);https://doi.org/10.1016/j.seppur.2016.05.002
1545;HEMAB;2;313.15;14.405;0.436;Singto et al (2016);https://doi.org/10.1016/j.seppur.2016.05.002
1546;HEMAB;2;313.15;28.234;0.548;Singto et al (2016);https://doi.org/10.1016/j.seppur.2016.05.002
1547;HEMAB;2;313.15;91.574;0.66;Singto et al (2016);https://doi.org/10.1016/j.seppur.2016.05.002
1548;HEMAB;2;333.15;2.925;0.179;Singto et al (2016);https://doi.org/10.1016/j.seppur.2016.05.002
1549;HEMAB;2;333.15;7.67;0.211;Singto et al (2016);https://doi.org/10.1016/j.seppur.2016.05.002
1550;HEMAB;2;333.15;14.481;0.259;Singto et al (2016);https://doi.org/10.1016/j.seppur.2016.05.002
1551;HEMAB;2;333.15;28.361;0.368;Singto et al (2016);https://doi.org/10.1016/j.seppur.2016.05.002
1552;HEMAB;2;333.15;92.361;0.62;Singto et al (2016);https://doi.org/10.1016/j.seppur.2016.05.002
1553;HEMAB;2;353.15;2.875;0.053;Singto et al (2016);https://doi.org/10.1016/j.seppur.2016.05.002
1554;HEMAB;2;353.15;7.512;0.142;Singto et al (2016);https://doi.org/10.1016/j.seppur.2016.05.002
1555;HEMAB;2;353.15;14.021;0.182;Singto et al (2016);https://doi.org/10.1016/j.seppur.2016.05.002
1556;HEMAB;2;353.15;28.147;0.292;Singto et al (2016);https://doi.org/10.1016/j.seppur.2016.05.002
1557;HEMAB;2;353.15;91.356;0.462;Singto et al (2016);https://doi.org/10.1016/j.seppur.2016.05.002
1558;IBA;2;313.15;14.99;0.57;Narku-Tetteh et al (2017);https://doi.org/10.1016/j.ces.2017.02.036
1559;IBA;2;313.15;30.51;0.63;Narku-Tetteh et al (2017);https://doi.org/10.1016/j.ces.2017.02.036
1560;IBA;2;313.15;100.61;0.75;Narku-Tetteh et al (2017);https://doi.org/10.1016/j.ces.2017.02.036
1561;IBA;2;303.15;14.39;0.61;Narku-Tetteh et al (2017);https://doi.org/10.1016/j.ces.2017.02.036
1562;IBA;2;303.15;29.61;0.7;Narku-Tetteh et al (2017);https://doi.org/10.1016/j.ces.2017.02.036
1563;IBA;2;303.15;99.7;0.84;Narku-Tetteh et al (2017);https://doi.org/10.1016/j.ces.2017.02.036
1564;IBA;2;293.15;15.48;0.67;Narku-Tetteh et al (2017);https://doi.org/10.1016/j.ces.2017.02.036
1565;IBA;2;293.15;30.43;0.74;Narku-Tetteh et al (2017);https://doi.org/10.1016/j.ces.2017.02.036
1566;IBA;2;293.15;100.8;0.88;Narku-Tetteh et al (2017);https://doi.org/10.1016/j.ces.2017.02.036
1567;IPAE;1.5;313.15;0.02;0.126;Hwang et al (2017);https://doi.org/10.1021/acs.jced.7b00364
1568;IPAE;1.5;313.15;0.23;0.337;Hwang et al (2017);https://doi.org/10.1021/acs.jced.7b00364
1569;IPAE;1.5;313.15;2.7;0.627;Hwang et al (2017);https://doi.org/10.1021/acs.jced.7b00364
1570;IPAE;1.5;313.15;12.5;0.827;Hwang et al (2017);https://doi.org/10.1021/acs.jced.7b00364
1571;IPAE;1.5;313.15;79.95;0.962;Hwang et al (2017);https://doi.org/10.1021/acs.jced.7b00364
1572;IPAE;1.5;313.15;156.1;0.989;Hwang et al (2017);https://doi.org/10.1021/acs.jced.7b00364
1573;IPAE;2.9;313.15;0.05;0.115;Hwang et al (2017);https://doi.org/10.1021/acs.jced.7b00364
1574;IPAE;2.9;313.15;0.29;0.265;Hwang et al (2017);https://doi.org/10.1021/acs.jced.7b00364
1575;IPAE;2.9;313.15;2.58;0.518;Hwang et al (2017);https://doi.org/10.1021/acs.jced.7b00364
1576;IPAE;2.9;313.15;4.35;0.587;Hwang et al (2017);https://doi.org/10.1021/acs.jced.7b00364
1577;IPAE;2.9;313.15;8.73;0.682;Hwang et al (2017);https://doi.org/10.1021/acs.jced.7b00364
1578;IPAE;2.9;313.15;29.31;0.826;Hwang et al (2017);https://doi.org/10.1021/acs.jced.7b00364
1579;IPAE;2.9;313.15;62.84;0.898;Hwang et al (2017);https://doi.org/10.1021/acs.jced.7b00364
1580;IPAE;1.5;353.15;3.69;0.265;Hwang et al (2017);https://doi.org/10.1021/acs.jced.7b00364
1581;IPAE;1.5;353.15;9.56;0.417;Hwang et al (2017);https://doi.org/10.1021/acs.jced.7b00364
1582;IPAE;1.5;353.15;17.19;0.525;Hwang et al (2017);https://doi.org/10.1021/acs.jced.7b00364
1583;IPAE;1.5;353.15;34.28;0.651;Hwang et al (2017);https://doi.org/10.1021/acs.jced.7b00364
1584;IPAE;1.5;353.15;61.38;0.751;Hwang et al (2017);https://doi.org/10.1021/acs.jced.7b00364
1585;IPAE;1.5;353.15;96.93;0.822;Hwang et al (2017);https://doi.org/10.1021/acs.jced.7b00364
1586;IPAE;1.5;353.15;154.08;0.883;Hwang et al (2017);https://doi.org/10.1021/acs.jced.7b00364
1587;IPAE;2.9;353.15;1.27;0.089;Hwang et al (2017);https://doi.org/10.1021/acs.jced.7b00364
1588;IPAE;2.9;353.15;3.31;0.166;Hwang et al (2017);https://doi.org/10.1021/acs.jced.7b00364
1589;IPAE;2.9;353.15;4.97;0.204;Hwang et al (2017);https://doi.org/10.1021/acs.jced.7b00364
1590;IPAE;2.9;353.15;7.54;0.249;Hwang et al (2017);https://doi.org/10.1021/acs.jced.7b00364
1591;IPAE;2.9;353.15;10.62;0.301;Hwang et al (2017);https://doi.org/10.1021/acs.jced.7b00364
1592;IPAE;2.9;353.15;15.27;0.377;Hwang et al (2017);https://doi.org/10.1021/acs.jced.7b00364
1593;IPAE;2.9;353.15;25.57;0.469;Hwang et al (2017);https://doi.org/10.1021/acs.jced.7b00364
1594;IPAE;2.9;353.15;36.36;0.534;Hwang et al (2017);https://doi.org/10.1021/acs.jced.7b00364
1595;IPAE;2.9;353.15;63.01;0.635;Hwang et al (2017);https://doi.org/10.1021/acs.jced.7b00364
1596;IPAE;1.5;393.15;15.34;0.154;Hwang et al (2017);https://doi.org/10.1021/acs.jced.7b00364
1597;IPAE;1.5;393.15;44;0.269;Hwang et al (2017);https://doi.org/10.1021/acs.jced.7b00364
1598;IPAE;1.5;393.15;77.45;0.364;Hwang et al (2017);https://doi.org/10.1021/acs.jced.7b00364
1599;IPAE;1.5;393.15;108.08;0.431;Hwang et al (2017);https://doi.org/10.1021/acs.jced.7b00364
1600;IPAE;1.5;393.15;154.33;0.505;Hwang et al (2017);https://doi.org/10.1021/acs.jced.7b00364
1601;IPAE;1.5;393.15;209.07;0.572;Hwang et al (2017);https://doi.org/10.1021/acs.jced.7b00364
1602;IPAE;1.5;393.15;327.76;0.67;Hwang et al (2017);https://doi.org/10.1021/acs.jced.7b00364
1603;IPAE;1.5;393.15;394.96;0.715;Hwang et al (2017);https://doi.org/10.1021/acs.jced.7b00364
1604;IPAE;2.9;393.15;17.11;0.09;Hwang et al (2017);https://doi.org/10.1021/acs.jced.7b00364
1605;IPAE;2.9;393.15;47.58;0.164;Hwang et al (2017);https://doi.org/10.1021/acs.jced.7b00364
1606;IPAE;2.9;393.15;79.42;0.219;Hwang et al (2017);https://doi.org/10.1021/acs.jced.7b00364
1607;IPAE;2.9;393.15;114.78;0.271;Hwang et al (2017);https://doi.org/10.1021/acs.jced.7b00364
1608;IPAE;2.9;393.15;156.42;0.324;Hwang et al (2017);https://doi.org/10.1021/acs.jced.7b00364
1609;IPAE;2.9;393.15;224.69;0.394;Hwang et al (2017);https://doi.org/10.1021/acs.jced.7b00364
1610;IPAE;2.9;393.15;272.87;0.44;Hwang et al (2017);https://doi.org/10.1021/acs.jced.7b00364
1611;IPAE;2.9;313.15;5.8;0.605;Yamada et al (2013);https://doi.org/10.1016/j.ijggc.2013.03.027
1612;IPAE;2.9;313.15;12.3;0.695;Yamada et al (2013);https://doi.org/10.1016/j.ijggc.2013.03.027
1613;IPAE;2.9;313.15;26.8;0.775;Yamada et al (2013);https://doi.org/10.1016/j.ijggc.2013.03.027
1614;IPAE;2.9;313.15;58;0.846;Yamada et al (2013);https://doi.org/10.1016/j.ijggc.2013.03.027
1615;IPAE;2.9;313.15;106.9;0.87;Yamada et al (2013);https://doi.org/10.1016/j.ijggc.2013.03.027
1616;IPAE;2.9;313.15;205.5;0.897;Yamada et al (2013);https://doi.org/10.1016/j.ijggc.2013.03.027
1617;IPAE;2.9;373.15;4.4;0.085;Yamada et al (2013);https://doi.org/10.1016/j.ijggc.2013.03.027
1618;IPAE;2.9;373.15;10.6;0.131;Yamada et al (2013);https://doi.org/10.1016/j.ijggc.2013.03.027
1619;IPAE;2.9;373.15;25.1;0.209;Yamada et al (2013);https://doi.org/10.1016/j.ijggc.2013.03.027
1620;IPAE;2.9;373.15;58.9;0.329;Yamada et al (2013);https://doi.org/10.1016/j.ijggc.2013.03.027
1621;IPAE;2.9;373.15;104.5;0.419;Yamada et al (2013);https://doi.org/10.1016/j.ijggc.2013.03.027
1622;IPAE;2.9;373.15;207.6;0.564;Yamada et al (2013);https://doi.org/10.1016/j.ijggc.2013.03.027
1623;IPAE;2.9;393.15;4.8;0.047;Yamada et al (2013);https://doi.org/10.1016/j.ijggc.2013.03.027
1624;IPAE;2.9;393.15;11.7;0.065;Yamada et al (2013);https://doi.org/10.1016/j.ijggc.2013.03.027
1625;IPAE;2.9;393.15;27.3;0.104;Yamada et al (2013);https://doi.org/10.1016/j.ijggc.2013.03.027
1626;IPAE;2.9;393.15;62.6;0.165;Yamada et al (2013);https://doi.org/10.1016/j.ijggc.2013.03.027
1627;IPAE;2.9;393.15;111.2;0.229;Yamada et al (2013);https://doi.org/10.1016/j.ijggc.2013.03.027
1628;IPAE;2.9;393.15;214.3;0.338;Yamada et al (2013);https://doi.org/10.1016/j.ijggc.2013.03.027
1629;M4M;2.5;313.15;30.535;0.095;Nouacer et al (2014);https://doi.org/10.1016/j.molliq.2013.10.026
1630;M4M;2.5;313.15;36.872;0.136;Nouacer et al (2014);https://doi.org/10.1016/j.molliq.2013.10.026
1631;M4M;2.5;313.15;52.648;0.166;Nouacer et al (2014);https://doi.org/10.1016/j.molliq.2013.10.026
1632;M4M;2.5;313.15;69.515;0.197;Nouacer et al (2014);https://doi.org/10.1016/j.molliq.2013.10.026
1633;M4M;2.5;313.15;87.772;0.233;Nouacer et al (2014);https://doi.org/10.1016/j.molliq.2013.10.026
1634;M4M;2.5;313.15;106.03;0.263;Nouacer et al (2014);https://doi.org/10.1016/j.molliq.2013.10.026
1635;M4M;2.5;313.15;131.82;0.298;Nouacer et al (2014);https://doi.org/10.1016/j.molliq.2013.10.026
1636;M4M;2.5;313.15;160.58;0.336;Nouacer et al (2014);https://doi.org/10.1016/j.molliq.2013.10.026
1637;M4M;2.5;313.15;191.63;0.368;Nouacer et al (2014);https://doi.org/10.1016/j.molliq.2013.10.026
1638;M4M;2.5;313.15;213.44;0.378;Nouacer et al (2014);https://doi.org/10.1016/j.molliq.2013.10.026
1639;M4M;2.5;353.15;15.476;0.0223;Nouacer et al (2014);https://doi.org/10.1016/j.molliq.2013.10.026
1640;M4M;2.5;353.15;24.516;0.0285;Nouacer et al (2014);https://doi.org/10.1016/j.molliq.2013.10.026
1641;M4M;2.5;353.15;43.785;0.0404;Nouacer et al (2014);https://doi.org/10.1016/j.molliq.2013.10.026
1642;M4M;2.5;353.15;64.237;0.0503;Nouacer et al (2014);https://doi.org/10.1016/j.molliq.2013.10.026
1643;M4M;2.5;353.15;90.839;0.0616;Nouacer et al (2014);https://doi.org/10.1016/j.molliq.2013.10.026
1644;M4M;2.5;353.15;120.11;0.0706;Nouacer et al (2014);https://doi.org/10.1016/j.molliq.2013.10.026
1645;MAE;0.9;303.15;5.1;0.708;Kumar et al (2012);https://doi.org/10.1002/cjce.20598
1646;MAE;0.9;303.15;7.2;0.748;Kumar et al (2012);https://doi.org/10.1002/cjce.20598
1647;MAE;0.9;303.15;23.1;0.854;Kumar et al (2012);https://doi.org/10.1002/cjce.20598
1648;MAE;0.9;303.15;50.85;0.946;Kumar et al (2012);https://doi.org/10.1002/cjce.20598
1649;MAE;0.9;303.15;85.1;0.986;Kumar et al (2012);https://doi.org/10.1002/cjce.20598
1650;MAE;0.9;303.15;177.9;1.09;Kumar et al (2012);https://doi.org/10.1002/cjce.20598
1651;MAE;0.9;303.15;242.7;1.134;Kumar et al (2012);https://doi.org/10.1002/cjce.20598
1652;MAE;0.9;303.15;352.8;1.162;Kumar et al (2012);https://doi.org/10.1002/cjce.20598
1653;MAE;1.5;303.15;0.9;0.345;Kumar et al (2012);https://doi.org/10.1002/cjce.20598
1654;MAE;1.5;303.15;5.1;0.647;Kumar et al (2012);https://doi.org/10.1002/cjce.20598
1655;MAE;1.5;303.15;44.3;0.857;Kumar et al (2012);https://doi.org/10.1002/cjce.20598
1656;MAE;1.5;303.15;93.75;0.935;Kumar et al (2012);https://doi.org/10.1002/cjce.20598
1657;MAE;1.5;303.15;181.9;1.018;Kumar et al (2012);https://doi.org/10.1002/cjce.20598
1658;MAE;1.5;303.15;322.5;1.1;Kumar et al (2012);https://doi.org/10.1002/cjce.20598
1659;MAE;2.1;303.15;3.2;0.534;Kumar et al (2012);https://doi.org/10.1002/cjce.20598
1660;MAE;2.1;303.15;35.1;0.77;Kumar et al (2012);https://doi.org/10.1002/cjce.20598
1661;MAE;2.1;303.15;85.45;0.879;Kumar et al (2012);https://doi.org/10.1002/cjce.20598
1662;MAE;2.1;303.15;161.3;0.934;Kumar et al (2012);https://doi.org/10.1002/cjce.20598
1663;MAE;2.1;303.15;249.8;0.989;Kumar et al (2012);https://doi.org/10.1002/cjce.20598
1664;MAE;2.1;303.15;351.9;1.023;Kumar et al (2012);https://doi.org/10.1002/cjce.20598
1665;MAE;2.9;303.15;1;0.366;Kumar et al (2012);https://doi.org/10.1002/cjce.20598
1666;MAE;2.9;303.15;17.1;0.678;Kumar et al (2012);https://doi.org/10.1002/cjce.20598
1667;MAE;2.9;303.15;87.4;0.846;Kumar et al (2012);https://doi.org/10.1002/cjce.20598
1668;MAE;2.9;303.15;159.2;0.902;Kumar et al (2012);https://doi.org/10.1002/cjce.20598
1669;MAE;2.9;303.15;247.7;0.963;Kumar et al (2012);https://doi.org/10.1002/cjce.20598
1670;MAE;2.9;303.15;341.3;0.988;Kumar et al (2012);https://doi.org/10.1002/cjce.20598
1671;MAE;0.9;313.15;4;0.566;Kumar et al (2012);https://doi.org/10.1002/cjce.20598
1672;MAE;0.9;313.15;35.2;0.835;Kumar et al (2012);https://doi.org/10.1002/cjce.20598
1673;MAE;0.9;313.15;95.1;0.937;Kumar et al (2012);https://doi.org/10.1002/cjce.20598
1674;MAE;0.9;313.15;167.7;1.02;Kumar et al (2012);https://doi.org/10.1002/cjce.20598
1675;MAE;0.9;313.15;238.5;1.07;Kumar et al (2012);https://doi.org/10.1002/cjce.20598
1676;MAE;0.9;313.15;334.9;1.11;Kumar et al (2012);https://doi.org/10.1002/cjce.20598
1677;MAE;1.5;313.15;3;0.527;Kumar et al (2012);https://doi.org/10.1002/cjce.20598
1678;MAE;1.5;313.15;41.1;0.778;Kumar et al (2012);https://doi.org/10.1002/cjce.20598
1679;MAE;1.5;313.15;105.3;0.895;Kumar et al (2012);https://doi.org/10.1002/cjce.20598
1680;MAE;1.5;313.15;171.8;0.955;Kumar et al (2012);https://doi.org/10.1002/cjce.20598
1681;MAE;1.5;313.15;246.9;0.982;Kumar et al (2012);https://doi.org/10.1002/cjce.20598
1682;MAE;1.5;313.15;342.2;1.06;Kumar et al (2012);https://doi.org/10.1002/cjce.20598
1683;MAE;2.1;313.15;1;0.436;Kumar et al (2012);https://doi.org/10.1002/cjce.20598
1684;MAE;2.1;313.15;18.1;0.685;Kumar et al (2012);https://doi.org/10.1002/cjce.20598
1685;MAE;2.1;313.15;75.3;0.826;Kumar et al (2012);https://doi.org/10.1002/cjce.20598
1686;MAE;2.1;313.15;169.1;0.921;Kumar et al (2012);https://doi.org/10.1002/cjce.20598
1687;MAE;2.1;313.15;258.7;0.971;Kumar et al (2012);https://doi.org/10.1002/cjce.20598
1688;MAE;2.1;313.15;344.6;1.01;Kumar et al (2012);https://doi.org/10.1002/cjce.20598
1689;MAE;2.9;313.15;1;0.429;Kumar et al (2012);https://doi.org/10.1002/cjce.20598
1690;MAE;2.9;313.15;24.1;0.667;Kumar et al (2012);https://doi.org/10.1002/cjce.20598
1691;MAE;2.9;313.15;72.6;0.774;Kumar et al (2012);https://doi.org/10.1002/cjce.20598
1692;MAE;2.9;313.15;153.1;0.865;Kumar et al (2012);https://doi.org/10.1002/cjce.20598
1693;MAE;2.9;313.15;242.8;0.914;Kumar et al (2012);https://doi.org/10.1002/cjce.20598
1694;MAE;2.9;313.15;341.1;0.967;Kumar et al (2012);https://doi.org/10.1002/cjce.20598
1695;MAE;0.9;323.15;5.1;0.554;Kumar et al (2012);https://doi.org/10.1002/cjce.20598
1696;MAE;0.9;323.15;25.9;0.753;Kumar et al (2012);https://doi.org/10.1002/cjce.20598
1697;MAE;0.9;323.15;80.3;0.894;Kumar et al (2012);https://doi.org/10.1002/cjce.20598
1698;MAE;0.9;323.15;152.8;0.955;Kumar et al (2012);https://doi.org/10.1002/cjce.20598
1699;MAE;0.9;323.15;238.6;1.032;Kumar et al (2012);https://doi.org/10.1002/cjce.20598
1700;MAE;1.5;323.15;2;0.416;Kumar et al (2012);https://doi.org/10.1002/cjce.20598
1701;MAE;1.5;323.15;24.1;0.687;Kumar et al (2012);https://doi.org/10.1002/cjce.20598
1702;MAE;1.5;323.15;86.3;0.848;Kumar et al (2012);https://doi.org/10.1002/cjce.20598
1703;MAE;1.5;323.15;167.5;0.924;Kumar et al (2012);https://doi.org/10.1002/cjce.20598
1704;MAE;1.5;323.15;276.8;0.992;Kumar et al (2012);https://doi.org/10.1002/cjce.20598
1705;MAE;1.5;323.15;353.3;1.043;Kumar et al (2012);https://doi.org/10.1002/cjce.20598
1706;MAE;2.1;323.15;4;0.474;Kumar et al (2012);https://doi.org/10.1002/cjce.20598
1707;MAE;2.1;323.15;48.1;0.722;Kumar et al (2012);https://doi.org/10.1002/cjce.20598
1708;MAE;2.1;323.15;132.3;0.818;Kumar et al (2012);https://doi.org/10.1002/cjce.20598
1709;MAE;2.1;323.15;203.8;0.891;Kumar et al (2012);https://doi.org/10.1002/cjce.20598
1710;MAE;2.1;323.15;264.5;0.93;Kumar et al (2012);https://doi.org/10.1002/cjce.20598
1711;MAE;2.1;323.15;355.9;0.965;Kumar et al (2012);https://doi.org/10.1002/cjce.20598
1712;MAE;2.9;323.15;3;0.422;Kumar et al (2012);https://doi.org/10.1002/cjce.20598
1713;MAE;2.9;323.15;27.1;0.637;Kumar et al (2012);https://doi.org/10.1002/cjce.20598
1714;MAE;2.9;323.15;94.8;0.753;Kumar et al (2012);https://doi.org/10.1002/cjce.20598
1715;MAE;2.9;323.15;148.5;0.806;Kumar et al (2012);https://doi.org/10.1002/cjce.20598
1716;MAE;2.9;323.15;239.7;0.865;Kumar et al (2012);https://doi.org/10.1002/cjce.20598
1717;MAE;2.9;323.15;332.8;0.915;Kumar et al (2012);https://doi.org/10.1002/cjce.20598
1718;MDEA;2.5;293.15;112.86;0.82;Hafizi et al (2020);https://doi.org/10.1016/j.molliq.2019.111803
1719;MDEA;2.5;293.15;130.52;0.88;Hafizi et al (2020);https://doi.org/10.1016/j.molliq.2019.111803
1720;MDEA;2.5;293.15;150.86;0.91;Hafizi et al (2020);https://doi.org/10.1016/j.molliq.2019.111803
1721;MDEA;2.5;293.15;170.06;0.92;Hafizi et al (2020);https://doi.org/10.1016/j.molliq.2019.111803
1722;MDEA;2.5;303.15;113.53;0.83;Hafizi et al (2020);https://doi.org/10.1016/j.molliq.2019.111803
1723;MDEA;2.5;303.15;131.95;0.86;Hafizi et al (2020);https://doi.org/10.1016/j.molliq.2019.111803
1724;MDEA;2.5;303.15;151.13;0.89;Hafizi et al (2020);https://doi.org/10.1016/j.molliq.2019.111803
1725;MDEA;2.5;303.15;170.68;0.91;Hafizi et al (2020);https://doi.org/10.1016/j.molliq.2019.111803
1726;MDEA;2.5;303.15;184.96;0.92;Hafizi et al (2020);https://doi.org/10.1016/j.molliq.2019.111803
1727;MDEA;2.5;313.15;68.06;0.64;Hafizi et al (2020);https://doi.org/10.1016/j.molliq.2019.111803
1728;MDEA;2.5;313.15;118.84;0.85;Hafizi et al (2020);https://doi.org/10.1016/j.molliq.2019.111803
1729;MDEA;2.5;313.15;135.65;0.91;Hafizi et al (2020);https://doi.org/10.1016/j.molliq.2019.111803
1730;MDEA;2.5;313.15;153.98;0.94;Hafizi et al (2020);https://doi.org/10.1016/j.molliq.2019.111803
1731;MDEA;2.5;313.15;174.2;0.95;Hafizi et al (2020);https://doi.org/10.1016/j.molliq.2019.111803
1732;MDEA;4.2;328.15;65.75;0.2758;Ma'mun et al (2005);https://doi.org/10.1021/je0496490
1733;MDEA;4.2;328.15;172.8;0.5325;Ma'mun et al (2005);https://doi.org/10.1021/je0496490
1734;MDEA;4.2;328.15;277.4;0.6411;Ma'mun et al (2005);https://doi.org/10.1021/je0496490
1735;MDEA;4.2;328.15;388.8;0.7126;Ma'mun et al (2005);https://doi.org/10.1021/je0496490
1736;MDEA;4.2;328.15;490.5;0.7387;Ma'mun et al (2005);https://doi.org/10.1021/je0496490
1737;MDEA;4.2;328.15;485.1;0.7402;Ma'mun et al (2005);https://doi.org/10.1021/je0496490
1738;MDEA;4.2;328.15;492.3;0.7479;Ma'mun et al (2005);https://doi.org/10.1021/je0496490
1739;MDEA;4.2;328.15;585.1;0.7825;Ma'mun et al (2005);https://doi.org/10.1021/je0496490
1740;MDEA;4.2;328.15;684.9;0.7971;Ma'mun et al (2005);https://doi.org/10.1021/je0496490
1741;MDEA;4.2;328.15;779.8;0.8133;Ma'mun et al (2005);https://doi.org/10.1021/je0496490
1742;MDEA;4.2;343.15;95.7;0.2367;Ma'mun et al (2005);https://doi.org/10.1021/je0496490
1743;MDEA;4.2;343.15;117.7;0.279;Ma'mun et al (2005);https://doi.org/10.1021/je0496490
1744;MDEA;4.2;343.15;177.2;0.3582;Ma'mun et al (2005);https://doi.org/10.1021/je0496490
1745;MDEA;4.2;343.15;220.9;0.4029;Ma'mun et al (2005);https://doi.org/10.1021/je0496490
1746;MDEA;4.2;343.15;273.6;0.4718;Ma'mun et al (2005);https://doi.org/10.1021/je0496490
1747;MDEA;4.2;343.15;306.7;0.4834;Ma'mun et al (2005);https://doi.org/10.1021/je0496490
1748;MDEA;4.2;343.15;379.1;0.5259;Ma'mun et al (2005);https://doi.org/10.1021/je0496490
1749;MDEA;4.2;343.15;430.4;0.5489;Ma'mun et al (2005);https://doi.org/10.1021/je0496490
1750;MDEA;4.2;343.15;486.7;0.5858;Ma'mun et al (2005);https://doi.org/10.1021/je0496490
1751;MDEA;4.2;343.15;488.3;0.5894;Ma'mun et al (2005);https://doi.org/10.1021/je0496490
1752;MDEA;4.2;343.15;581.4;0.6058;Ma'mun et al (2005);https://doi.org/10.1021/je0496490
1753;MDEA;4.2;343.15;688.1;0.6609;Ma'mun et al (2005);https://doi.org/10.1021/je0496490
1754;MDEA;4.2;343.15;776.9;0.6786;Ma'mun et al (2005);https://doi.org/10.1021/je0496490
1755;MDEA;4.2;343.15;813.4;0.6898;Ma'mun et al (2005);https://doi.org/10.1021/je0496490
1756;MDEA;4.2;358.15;129.7;0.1658;Ma'mun et al (2005);https://doi.org/10.1021/je0496490
1757;MDEA;4.2;358.15;150.6;0.184;Ma'mun et al (2005);https://doi.org/10.1021/je0496490
1758;MDEA;4.2;358.15;242.9;0.2609;Ma'mun et al (2005);https://doi.org/10.1021/je0496490
1759;MDEA;4.2;358.15;353.1;0.3143;Ma'mun et al (2005);https://doi.org/10.1021/je0496490
1760;MDEA;4.2;358.15;355.6;0.3269;Ma'mun et al (2005);https://doi.org/10.1021/je0496490
1761;MDEA;4.2;358.15;451.5;0.3719;Ma'mun et al (2005);https://doi.org/10.1021/je0496490
1762;MDEA;4.2;358.15;555.7;0.4112;Ma'mun et al (2005);https://doi.org/10.1021/je0496490
1763;MDEA;4.2;358.15;658.6;0.461;Ma'mun et al (2005);https://doi.org/10.1021/je0496490
1764;MDEA;4.2;358.15;754.9;0.4887;Ma'mun et al (2005);https://doi.org/10.1021/je0496490
1765;MDEA;4.2;358.15;754.6;0.4942;Ma'mun et al (2005);https://doi.org/10.1021/je0496490
1766;MDEA;2;298.15;3;0.39;Singto et al (2016);https://doi.org/10.1016/j.seppur.2016.05.002
1767;MDEA;2;298.15;8;0.51;Singto et al (2016);https://doi.org/10.1016/j.seppur.2016.05.002
1768;MDEA;2;298.15;15;0.57;Singto et al (2016);https://doi.org/10.1016/j.seppur.2016.05.002
1769;MDEA;2;298.15;30;0.71;Singto et al (2016);https://doi.org/10.1016/j.seppur.2016.05.002
1770;MDEA;2;298.15;100;0.83;Singto et al (2016);https://doi.org/10.1016/j.seppur.2016.05.002
1771;MDEA;2;313.15;3;0.17;Singto et al (2016);https://doi.org/10.1016/j.seppur.2016.05.002
1772;MDEA;2;313.15;8;0.33;Singto et al (2016);https://doi.org/10.1016/j.seppur.2016.05.002
1773;MDEA;2;313.15;15;0.45;Singto et al (2016);https://doi.org/10.1016/j.seppur.2016.05.002
1774;MDEA;2;313.15;30;0.57;Singto et al (2016);https://doi.org/10.1016/j.seppur.2016.05.002
1775;MDEA;2;313.15;100;0.77;Singto et al (2016);https://doi.org/10.1016/j.seppur.2016.05.002
1776;MDEA;2;333.15;3;0.08;Singto et al (2016);https://doi.org/10.1016/j.seppur.2016.05.002
1777;MDEA;2;333.15;8;0.14;Singto et al (2016);https://doi.org/10.1016/j.seppur.2016.05.002
1778;MDEA;2;333.15;15;0.18;Singto et al (2016);https://doi.org/10.1016/j.seppur.2016.05.002
1779;MDEA;2;333.15;30;0.25;Singto et al (2016);https://doi.org/10.1016/j.seppur.2016.05.002
1780;MDEA;2;333.15;100;0.5;Singto et al (2016);https://doi.org/10.1016/j.seppur.2016.05.002
1781;MDEA;2;353.15;3;0.02;Singto et al (2016);https://doi.org/10.1016/j.seppur.2016.05.002
1782;MDEA;2;353.15;8;0.05;Singto et al (2016);https://doi.org/10.1016/j.seppur.2016.05.002
1783;MDEA;2;353.15;15;0.09;Singto et al (2016);https://doi.org/10.1016/j.seppur.2016.05.002
1784;MDEA;2;353.15;30;0.17;Singto et al (2016);https://doi.org/10.1016/j.seppur.2016.05.002
1785;MDEA;2;353.15;100;0.25;Singto et al (2016);https://doi.org/10.1016/j.seppur.2016.05.002
